respondent_id,year,district,region,gender,age,urban_rural,parent_education,monthly_household_income_ugx,completed,dropout
R08821,2024,Lira,Northern,Female,16,Rural,didnot attend school,195238,0,1
R08822,2022,Mbarara,Western,Female,19,Urban,University,71702,0,1
R08823,2022,Arua,Northern,Male,15,Rural,didnot attend school,307537,0,1
R08824,2023,Fort Portal,Western,Male,18,Rural,didnot attend school,2634465,0,1
R08825,2021,Jinja,Eastern,Male,19,Urban,Tertiary,234322,1,0
R08826,2022,Mbale,Eastern,Female,18,Urban,Primary,488346,0,1
R08827,2024,Mbale,Eastern,Female,16,Urban,Secondary,324322,1,0
R08828,2023,Jinja,Eastern,Female,16,Urban,Primary,2801163,0,1
R08829,2024,Gulu,Northern,Female,17,Urban,Primary,258004,1,0
R08830,2024,Gulu,Northern,Male,12,Urban,Primary,175592,1,0
R08831,2024,Mbarara,Western,Female,13,Urban,Primary,469744,1,0
R08832,2023,Soroti,Eastern,Male,20,Rural,Primary,158641,1,0
R08833,2022,Soroti,Eastern,Female,16,Rural,Secondary,151055,0,1
R08834,2024,Soroti,Eastern,Female,16,Rural,Secondary,134864,1,0
R08835,2021,Soroti,Eastern,Female,16,Rural,University,185472,0,1
R08836,2022,Arua,Northern,Female,18,Rural,didnot attend school,700545,0,1
R08837,2021,Arua,Northern,Male,12,Rural,Secondary,376869,1,0
R08838,2022,Gulu,Northern,Female,19,Urban,Secondary,366125,1,0
R08839,2021,Mbale,Eastern,Female,20,Urban,University,161488,0,1
R08840,2024,Mbarara,Western,Male,19,Urban,didnot attend school,15647,0,1
R08841,2021,Soroti,Eastern,Male,15,Rural,Secondary,176789,1,0
R08842,2021,Gulu,Northern,Male,14,Urban,Tertiary,91663,0,1
R08843,2023,Gulu,Northern,Female,19,Urban,Primary,85376,0,1
R08844,2022,Mbarara,Western,Male,19,Urban,Tertiary,489495,0,1
R08845,2022,Arua,Northern,Male,20,Rural,didnot attend school,184615,0,1
R08846,2024,Gulu,Northern,Male,16,Urban,Secondary,24919,1,0
R08847,2021,Arua,Northern,Male,15,Rural,University,241636,0,1
R08848,2024,Soroti,Eastern,Male,17,Rural,Secondary,235037,1,0
R08849,2024,Kampala,Central,Male,14,Urban,Primary,113070,1,0
R08850,2021,Fort Portal,Western,Male,17,Rural,didnot attend school,395549,0,1
R08851,2022,Mbarara,Western,Female,20,Urban,University,302122,1,0
R08852,2023,Gulu,Northern,Female,19,Urban,Primary,321760,1,0
R08853,2021,Jinja,Eastern,Male,18,Urban,didnot attend school,342696,1,0
R08854,2024,Gulu,Northern,Male,16,Urban,Secondary,194476,1,0
R08855,2022,Lira,Northern,Male,12,Rural,Primary,16612,0,1
R08856,2023,Mbale,Eastern,Female,15,Urban,didnot attend school,191602,1,0
R08857,2021,Arua,Northern,Female,17,Rural,Primary,93752,0,1
R08858,2023,Lira,Northern,Female,17,Rural,didnot attend school,261507,0,1
R08859,2021,Jinja,Eastern,Male,19,Urban,Secondary,331422,1,0
R08860,2024,Masaka,Central,Female,20,Rural,Secondary,93871,0,1
R08861,2023,Mbarara,Western,Male,17,Urban,Secondary,111641,0,1
R08862,2021,Kampala,Central,Male,12,Urban,Tertiary,114082,1,0
R08863,2021,Masaka,Central,Male,12,Rural,Tertiary,63796,1,0
R08864,2024,Mbarara,Western,Male,15,Urban,Secondary,2607563,1,0
R08865,2022,Kampala,Central,Male,17,Urban,didnot attend school,36483,1,0
R08866,2022,Mbarara,Western,Female,17,Urban,Secondary,436680,1,0
R08867,2024,Mbarara,Western,Female,12,Urban,Primary,40906,0,1
R08868,2021,Jinja,Eastern,Male,18,Urban,Secondary,450748,0,1
R08869,2021,Mbarara,Western,Male,16,Urban,Secondary,55379,0,1
R08870,2023,Jinja,Eastern,Female,18,Urban,Primary,97067,0,1
R08871,2024,Mbarara,Western,Male,15,Urban,University,14201,1,0
R08872,2021,Fort Portal,Western,Male,17,Rural,didnot attend school,67026,0,1
R08873,2021,Jinja,Eastern,Female,13,Urban,Secondary,225762,0,1
R08874,2024,Jinja,Eastern,Female,14,Urban,didnot attend school,193220,0,1
R08875,2021,Mbarara,Western,Male,14,Urban,University,339828,0,1
R08876,2023,Lira,Northern,Male,16,Rural,didnot attend school,1681307,0,1
R08877,2021,Mbarara,Western,Female,19,Urban,didnot attend school,355842,1,0
R08878,2023,Mbarara,Western,Male,17,Urban,Primary,93061,1,0
R08879,2023,Gulu,Northern,Female,19,Urban,Primary,240559,0,1
R08880,2021,Arua,Northern,Male,15,Rural,Primary,29208,0,1
R08881,2023,Lira,Northern,Male,12,Rural,Secondary,484286,1,0
R08882,2021,Gulu,Northern,Male,19,Urban,Primary,53190,1,0
R08883,2021,Fort Portal,Western,Female,15,Rural,didnot attend school,446202,1,0
R08884,2022,Masaka,Central,Female,18,Rural,Primary,34524,0,1
R08885,2024,Masaka,Central,Female,12,Rural,Tertiary,74058,0,1
R08886,2024,Fort Portal,Western,Male,20,Rural,Secondary,1597598,1,0
R08887,2024,Masaka,Central,Female,20,Rural,Secondary,13450,0,1
R08888,2022,Kampala,Central,Male,14,Urban,Secondary,140769,1,0
R08889,2023,Kampala,Central,Female,16,Urban,Primary,433640,1,0
R08890,2022,Kampala,Central,Female,13,Urban,didnot attend school,585568,0,1
R08891,2021,Lira,Northern,Female,13,Rural,Primary,259855,0,1
R08892,2024,Gulu,Northern,Female,18,Urban,Tertiary,150123,0,1
R08893,2024,Mbarara,Western,Female,12,Urban,University,338404,0,1
R08894,2021,Arua,Northern,Male,17,Rural,Primary,413114,1,0
R08895,2023,Gulu,Northern,Male,13,Urban,didnot attend school,210678,1,0
R08896,2021,Gulu,Northern,Male,14,Urban,didnot attend school,197984,0,1
R08897,2022,Arua,Northern,Female,15,Rural,Primary,410594,0,1
R08898,2021,Jinja,Eastern,Male,17,Urban,Secondary,200091,1,0
R08899,2021,Lira,Northern,Male,15,Rural,didnot attend school,99098,0,1
R08900,2024,Jinja,Eastern,Female,18,Urban,University,411329,1,0
R08901,2021,Mbale,Eastern,Female,12,Urban,Primary,396176,1,0
R08902,2023,Fort Portal,Western,Male,18,Rural,University,20795,1,0
R08903,2024,Masaka,Central,Female,13,Rural,Tertiary,133224,0,1
R08904,2024,Soroti,Eastern,Female,12,Rural,Tertiary,333066,0,1
R08905,2023,Arua,Northern,Male,18,Rural,Secondary,323617,0,1
R08906,2021,Kampala,Central,Female,16,Urban,Secondary,36887,0,1
R08907,2021,Mbale,Eastern,Female,17,Urban,Secondary,155429,0,1
R08908,2021,Arua,Northern,Male,20,Rural,Secondary,352862,1,0
R08909,2023,Gulu,Northern,Female,16,Urban,Secondary,405878,1,0
R08910,2024,Jinja,Eastern,Female,15,Urban,University,197969,0,1
R08911,2021,Fort Portal,Western,Female,17,Rural,Secondary,369076,0,1
R08912,2024,Soroti,Eastern,Female,17,Rural,Tertiary,150737,0,1
R08913,2022,Kampala,Central,Male,16,Urban,Tertiary,372325,1,0
R08914,2023,Gulu,Northern,Female,15,Urban,Primary,183702,1,0
R08915,2024,Gulu,Northern,Female,20,Urban,didnot attend school,408762,0,1
R08916,2022,Kampala,Central,Male,15,Urban,Primary,191631,1,0
R08917,2023,Masaka,Central,Male,15,Rural,Secondary,100503,1,0
R08918,2022,Arua,Northern,Female,19,Rural,Tertiary,115151,0,1
R08919,2023,Fort Portal,Western,Female,14,Rural,Primary,239335,0,1
R08920,2023,Arua,Northern,Male,16,Rural,Secondary,38387,1,0
R08921,2024,Soroti,Eastern,Male,16,Rural,Secondary,50655,0,1
R08922,2024,Arua,Northern,Female,14,Rural,didnot attend school,170935,0,1
R08923,2022,Mbarara,Western,Female,19,Urban,Secondary,323957,1,0
R08924,2021,Arua,Northern,Female,18,Rural,Tertiary,237858,0,1
R08925,2022,Mbarara,Western,Female,15,Urban,Primary,288059,0,1
R08926,2022,Soroti,Eastern,Female,20,Rural,Secondary,199420,0,1
R08927,2023,Soroti,Eastern,Female,12,Rural,Secondary,133399,0,1
R08928,2024,Masaka,Central,Female,13,Rural,Primary,250431,0,1
R08929,2024,Arua,Northern,Male,18,Rural,didnot attend school,432857,0,1
R08930,2021,Lira,Northern,Male,15,Rural,University,448496,1,0
R08931,2024,Masaka,Central,Female,12,Rural,Primary,325490,1,0
R08932,2023,Mbarara,Western,Male,20,Urban,Primary,239372,1,0
R08933,2021,Arua,Northern,Male,17,Rural,Primary,108070,1,0
R08934,2021,Jinja,Eastern,Male,12,Urban,Secondary,431051,1,0
R08935,2023,Jinja,Eastern,Female,15,Urban,Secondary,888403,0,1
R08936,2022,Kampala,Central,Male,14,Urban,Secondary,420668,0,1
R08937,2022,Gulu,Northern,Female,16,Urban,didnot attend school,13950,0,1
R08938,2024,Mbale,Eastern,Female,20,Urban,Tertiary,462201,0,1
R08939,2024,Arua,Northern,Female,15,Rural,Primary,1738258,0,1
R08940,2024,Mbarara,Western,Male,12,Urban,Primary,405887,1,0
R08941,2023,Kampala,Central,Female,14,Urban,Primary,1307945,1,0
R08942,2023,Lira,Northern,Male,13,Rural,Primary,303707,0,1
R08943,2022,Arua,Northern,Female,17,Rural,Tertiary,399231,0,1
R08944,2023,Gulu,Northern,Male,18,Urban,University,44232,0,1
R08945,2023,Mbale,Eastern,Female,15,Urban,Primary,929968,1,0
R08946,2021,Fort Portal,Western,Female,18,Rural,Tertiary,179918,0,1
R08947,2023,Masaka,Central,Female,17,Rural,Tertiary,122659,0,1
R08948,2023,Jinja,Eastern,Male,20,Urban,University,483268,0,1
R08949,2021,Gulu,Northern,Male,15,Urban,Primary,2931536,0,1
R08950,2022,Jinja,Eastern,Female,17,Urban,Secondary,317418,1,0
R08951,2024,Mbale,Eastern,Female,17,Urban,Primary,278953,0,1
R08952,2022,Mbarara,Western,Female,20,Urban,Tertiary,1800623,1,0
R08953,2024,Lira,Northern,Male,16,Rural,didnot attend school,489283,1,0
R08954,2021,Lira,Northern,Male,16,Rural,Secondary,130278,1,0
R08955,2021,Kampala,Central,Female,14,Urban,Primary,206094,1,0
R08956,2021,Mbale,Eastern,Female,15,Urban,Primary,2539485,1,0
R08957,2024,Masaka,Central,Male,16,Rural,Secondary,1653452,1,0
R08958,2022,Soroti,Eastern,Male,12,Rural,Tertiary,432917,1,0
R08959,2022,Kampala,Central,Female,15,Urban,Secondary,359229,1,0
R08960,2021,Mbale,Eastern,Female,16,Urban,Tertiary,261942,0,1
R08961,2024,Kampala,Central,Male,17,Urban,Primary,68687,1,0
R08962,2024,Mbale,Eastern,Male,13,Urban,Secondary,92442,0,1
R08963,2021,Mbarara,Western,Female,13,Urban,Primary,395194,0,1
R08964,2021,Gulu,Northern,Female,17,Urban,didnot attend school,374487,0,1
R08965,2024,Jinja,Eastern,Female,16,Urban,Secondary,175498,0,1
R08966,2024,Gulu,Northern,Male,17,Urban,Secondary,123982,1,0
R08967,2021,Arua,Northern,Female,15,Rural,Secondary,44006,0,1
R08968,2024,Mbarara,Western,Male,13,Urban,Secondary,312902,1,0
R08969,2021,Soroti,Eastern,Male,20,Rural,Secondary,164084,0,1
R08970,2023,Jinja,Eastern,Male,16,Urban,didnot attend school,2549771,0,1
R08971,2021,Fort Portal,Western,Male,15,Rural,didnot attend school,443101,0,1
R08972,2023,Gulu,Northern,Male,19,Urban,Secondary,138503,0,1
R08973,2022,Kampala,Central,Male,18,Urban,Primary,380368,0,1
R08974,2023,Gulu,Northern,Female,13,Urban,didnot attend school,258564,0,1
R08975,2024,Kampala,Central,Male,15,Urban,Primary,98325,1,0
R08976,2022,Mbarara,Western,Female,16,Urban,Secondary,79692,1,0
R08977,2021,Mbarara,Western,Male,19,Urban,Primary,236063,1,0
R08978,2023,Masaka,Central,Female,16,Rural,Secondary,37226,1,0
R08979,2021,Soroti,Eastern,Female,13,Rural,Secondary,41407,0,1
R08980,2024,Fort Portal,Western,Female,15,Rural,Primary,226092,0,1
R08981,2021,Masaka,Central,Female,15,Rural,Tertiary,253359,0,1
R08982,2023,Gulu,Northern,Female,14,Urban,Secondary,77559,0,1
R08983,2024,Mbarara,Western,Female,20,Urban,Secondary,481888,1,0
R08984,2024,Arua,Northern,Female,16,Rural,Secondary,481300,0,1
R08985,2022,Gulu,Northern,Female,20,Urban,didnot attend school,369675,0,1
R08986,2023,Masaka,Central,Female,18,Rural,Secondary,312789,1,0
R08987,2024,Fort Portal,Western,Female,12,Rural,Primary,64826,0,1
R08988,2022,Arua,Northern,Female,19,Rural,University,40089,1,0
R08989,2023,Soroti,Eastern,Male,18,Rural,Tertiary,100723,0,1
R08990,2022,Fort Portal,Western,Female,15,Rural,Secondary,28515,1,0
R08991,2024,Jinja,Eastern,Female,18,Urban,Primary,483195,1,0
R08992,2022,Mbale,Eastern,Male,20,Urban,Primary,370142,0,1
R08993,2021,Soroti,Eastern,Female,13,Rural,Primary,411840,0,1
R08994,2022,Lira,Northern,Male,14,Rural,Primary,382642,1,0
R08995,2023,Soroti,Eastern,Male,12,Rural,Primary,480261,1,0
R08996,2023,Jinja,Eastern,Male,14,Urban,Secondary,1878051,1,0
R08997,2024,Masaka,Central,Female,15,Rural,Primary,118318,0,1
R08998,2024,Jinja,Eastern,Male,17,Urban,University,439484,1,0
R08999,2024,Arua,Northern,Female,18,Rural,didnot attend school,380177,0,1
R09000,2023,Jinja,Eastern,Male,12,Urban,University,2765824,1,0
R09001,2021,Gulu,Northern,Male,14,Urban,University,303814,1,0
R09002,2022,Masaka,Central,Female,17,Rural,Secondary,2707276,1,0
R09003,2023,Mbarara,Western,Female,19,Urban,Secondary,279184,1,0
R09004,2022,Gulu,Northern,Male,19,Urban,Primary,164314,0,1
R09005,2021,Mbale,Eastern,Female,14,Urban,Secondary,468578,0,1
R09006,2022,Masaka,Central,Female,12,Rural,Primary,242466,0,1
R09007,2023,Lira,Northern,Female,16,Rural,Primary,2165016,1,0
R09008,2024,Mbarara,Western,Female,15,Urban,Secondary,75923,0,1
R09009,2024,Fort Portal,Western,Female,16,Rural,Primary,48555,0,1
R09010,2023,Jinja,Eastern,Female,19,Urban,Secondary,123321,1,0
R09011,2023,Fort Portal,Western,Male,20,Rural,Primary,246601,0,1
R09012,2022,Masaka,Central,Female,13,Rural,Primary,467215,1,0
R09013,2023,Lira,Northern,Male,14,Rural,didnot attend school,1308423,1,0
R09014,2021,Masaka,Central,Female,15,Rural,didnot attend school,23307,0,1
R09015,2022,Gulu,Northern,Female,18,Urban,Primary,459892,0,1
R09016,2022,Mbarara,Western,Female,14,Urban,didnot attend school,220825,0,1
R09017,2024,Soroti,Eastern,Female,15,Rural,didnot attend school,377375,0,1
R09018,2024,Lira,Northern,Male,20,Rural,Tertiary,300307,1,0
R09019,2021,Fort Portal,Western,Female,18,Rural,didnot attend school,2396424,1,0
R09020,2023,Mbarara,Western,Male,20,Urban,Secondary,391912,1,0
R09021,2021,Mbale,Eastern,Male,14,Urban,Primary,90093,0,1
R09022,2023,Masaka,Central,Female,19,Rural,Tertiary,265177,0,1
R09023,2023,Soroti,Eastern,Male,13,Rural,Primary,187309,0,1
R09024,2023,Mbarara,Western,Female,14,Urban,Primary,180513,0,1
R09025,2023,Fort Portal,Western,Female,19,Rural,Secondary,209756,0,1
R09026,2024,Gulu,Northern,Male,12,Urban,Primary,236522,0,1
R09027,2023,Jinja,Eastern,Male,17,Urban,Secondary,444650,0,1
R09028,2024,Jinja,Eastern,Male,20,Urban,didnot attend school,64346,0,1
R09029,2023,Mbarara,Western,Male,15,Urban,University,2326823,1,0
R09030,2022,Mbarara,Western,Male,19,Urban,Primary,308171,1,0
R09031,2021,Arua,Northern,Female,20,Rural,Primary,443716,0,1
R09032,2022,Gulu,Northern,Female,15,Urban,Secondary,339885,0,1
R09033,2024,Fort Portal,Western,Male,15,Rural,Primary,295309,1,0
R09034,2021,Lira,Northern,Male,17,Rural,Tertiary,2197353,1,0
R09035,2021,Mbale,Eastern,Male,16,Urban,Primary,2306037,1,0
R09036,2024,Fort Portal,Western,Male,14,Rural,Secondary,293808,1,0
R09037,2022,Kampala,Central,Male,12,Urban,didnot attend school,272604,1,0
R09038,2021,Kampala,Central,Female,17,Urban,Tertiary,135088,0,1
R09039,2024,Masaka,Central,Female,18,Rural,Secondary,444604,0,1
R09040,2022,Kampala,Central,Male,12,Urban,Primary,406545,1,0
R09041,2021,Gulu,Northern,Male,19,Urban,didnot attend school,396614,1,0
R09042,2022,Mbarara,Western,Male,14,Urban,Primary,251808,1,0
R09043,2024,Jinja,Eastern,Female,13,Urban,University,327917,1,0
R09044,2024,Fort Portal,Western,Female,12,Rural,Primary,47656,0,1
R09045,2024,Arua,Northern,Female,12,Rural,Primary,2944922,1,0
R09046,2023,Jinja,Eastern,Female,17,Urban,didnot attend school,48940,0,1
R09047,2021,Lira,Northern,Male,20,Rural,Primary,345329,0,1
R09048,2023,Soroti,Eastern,Female,17,Rural,Secondary,53819,0,1
R09049,2021,Arua,Northern,Female,15,Rural,University,156398,0,1
R09050,2022,Gulu,Northern,Male,13,Urban,Secondary,1907644,1,0
R09051,2022,Soroti,Eastern,Female,19,Rural,Tertiary,34685,1,0
R09052,2022,Kampala,Central,Male,20,Urban,Secondary,131584,0,1
R09053,2021,Arua,Northern,Male,16,Rural,didnot attend school,289576,0,1
R09054,2021,Mbale,Eastern,Female,15,Urban,Primary,2638455,0,1
R09055,2023,Fort Portal,Western,Male,15,Rural,Secondary,343126,0,1
R09056,2024,Kampala,Central,Female,14,Urban,University,436064,1,0
R09057,2021,Kampala,Central,Female,15,Urban,Tertiary,247870,1,0
R09058,2023,Lira,Northern,Male,16,Rural,Primary,2949963,1,0
R09059,2021,Mbale,Eastern,Female,19,Urban,Primary,52401,0,1
R09060,2022,Jinja,Eastern,Female,15,Urban,Primary,1034984,0,1
R09061,2024,Mbale,Eastern,Male,17,Urban,University,2563824,0,1
R09062,2023,Arua,Northern,Male,13,Rural,Tertiary,2023508,0,1
R09063,2024,Kampala,Central,Female,17,Urban,Tertiary,2877559,1,0
R09064,2021,Mbarara,Western,Female,17,Urban,Primary,36696,0,1
R09065,2023,Mbarara,Western,Male,12,Urban,Secondary,2685386,1,0
R09066,2021,Masaka,Central,Male,20,Rural,Primary,2257868,0,1
R09067,2023,Mbarara,Western,Female,13,Urban,Primary,487364,0,1
R09068,2023,Masaka,Central,Male,15,Rural,Secondary,447557,0,1
R09069,2024,Soroti,Eastern,Female,16,Rural,didnot attend school,472279,0,1
R09070,2023,Lira,Northern,Male,19,Rural,didnot attend school,605880,1,0
R09071,2023,Lira,Northern,Female,15,Rural,Tertiary,367479,1,0
R09072,2023,Mbale,Eastern,Female,19,Urban,Tertiary,262165,1,0
R09073,2021,Mbarara,Western,Male,17,Urban,Primary,157260,1,0
R09074,2023,Kampala,Central,Female,15,Urban,Secondary,277763,0,1
R09075,2024,Mbarara,Western,Female,17,Urban,Primary,135571,1,0
R09076,2024,Fort Portal,Western,Female,12,Rural,Secondary,11271,0,1
R09077,2024,Kampala,Central,Male,12,Urban,Tertiary,392932,1,0
R09078,2021,Fort Portal,Western,Female,19,Rural,Tertiary,238654,1,0
R09079,2021,Mbale,Eastern,Female,12,Urban,Secondary,277887,0,1
R09080,2022,Soroti,Eastern,Male,13,Rural,Primary,188059,0,1
R09081,2021,Lira,Northern,Male,15,Rural,Primary,464950,1,0
R09082,2024,Kampala,Central,Female,18,Urban,Primary,274830,1,0
R09083,2024,Fort Portal,Western,Male,15,Rural,Primary,1481274,1,0
R09084,2024,Arua,Northern,Female,20,Rural,Tertiary,1686516,0,1
R09085,2021,Kampala,Central,Male,18,Urban,Primary,456678,1,0
R09086,2024,Arua,Northern,Female,13,Rural,didnot attend school,244298,1,0
R09087,2021,Soroti,Eastern,Male,13,Rural,Primary,227867,0,1
R09088,2023,Jinja,Eastern,Female,13,Urban,University,321610,0,1
R09089,2022,Mbarara,Western,Female,16,Urban,Primary,211683,1,0
R09090,2024,Masaka,Central,Male,19,Rural,Secondary,52048,1,0
R09091,2023,Fort Portal,Western,Female,18,Rural,Primary,397078,0,1
R09092,2024,Kampala,Central,Female,19,Urban,didnot attend school,297564,1,0
R09093,2024,Masaka,Central,Male,18,Rural,Primary,326697,1,0
R09094,2024,Gulu,Northern,Female,17,Urban,Secondary,326125,0,1
R09095,2024,Jinja,Eastern,Male,14,Urban,Secondary,403491,1,0
R09096,2022,Masaka,Central,Female,14,Rural,Tertiary,306271,1,0
R09097,2024,Jinja,Eastern,Male,15,Urban,Primary,1299533,1,0
R09098,2023,Kampala,Central,Female,15,Urban,didnot attend school,28302,1,0
R09099,2021,Lira,Northern,Male,18,Rural,University,47806,1,0
R09100,2023,Gulu,Northern,Male,15,Urban,Primary,48735,1,0
R09101,2023,Jinja,Eastern,Male,16,Urban,Secondary,315863,1,0
R09102,2023,Lira,Northern,Male,13,Rural,Tertiary,364427,1,0
R09103,2022,Jinja,Eastern,Female,20,Urban,Primary,597544,0,1
R09104,2024,Gulu,Northern,Male,18,Urban,Secondary,252791,1,0
R09105,2023,Soroti,Eastern,Female,12,Rural,didnot attend school,2341108,0,1
R09106,2023,Masaka,Central,Female,15,Rural,Primary,93040,0,1
R09107,2024,Masaka,Central,Female,15,Rural,didnot attend school,145081,1,0
R09108,2022,Arua,Northern,Male,13,Rural,Tertiary,296597,1,0
R09109,2021,Kampala,Central,Female,17,Urban,Primary,923420,0,1
R09110,2022,Mbale,Eastern,Male,16,Urban,Secondary,925278,0,1
R09111,2021,Mbarara,Western,Female,19,Urban,University,320494,0,1
R09112,2021,Jinja,Eastern,Female,12,Urban,Secondary,274268,0,1
R09113,2024,Gulu,Northern,Male,19,Urban,Secondary,232055,1,0
R09114,2024,Soroti,Eastern,Male,12,Rural,Primary,2708503,0,1
R09115,2021,Arua,Northern,Male,14,Rural,Primary,176695,0,1
R09116,2021,Soroti,Eastern,Female,16,Rural,Primary,1947149,1,0
R09117,2022,Masaka,Central,Female,20,Rural,Secondary,467612,0,1
R09118,2022,Jinja,Eastern,Male,19,Urban,University,48513,0,1
R09119,2022,Mbarara,Western,Male,19,Urban,University,122097,1,0
R09120,2023,Lira,Northern,Female,14,Rural,Tertiary,323622,0,1
R09121,2023,Fort Portal,Western,Female,20,Rural,Tertiary,263687,0,1
R09122,2021,Mbarara,Western,Female,15,Urban,Primary,122466,1,0
R09123,2021,Mbale,Eastern,Male,12,Urban,Secondary,54507,0,1
R09124,2021,Arua,Northern,Male,16,Rural,Tertiary,453262,0,1
R09125,2022,Arua,Northern,Male,18,Rural,Primary,64215,0,1
R09126,2024,Fort Portal,Western,Female,20,Rural,University,39989,0,1
R09127,2022,Arua,Northern,Female,19,Rural,Primary,697810,0,1
R09128,2022,Lira,Northern,Female,19,Rural,Secondary,417263,1,0
R09129,2021,Kampala,Central,Male,19,Urban,Secondary,23990,0,1
R09130,2024,Jinja,Eastern,Female,12,Urban,University,468254,0,1
R09131,2022,Mbarara,Western,Male,17,Urban,Primary,961786,1,0
R09132,2022,Gulu,Northern,Male,14,Urban,Secondary,450775,1,0
R09133,2021,Masaka,Central,Male,17,Rural,Secondary,152239,0,1
R09134,2024,Arua,Northern,Female,18,Rural,Primary,455392,0,1
R09135,2023,Arua,Northern,Female,15,Rural,Tertiary,27874,0,1
R09136,2022,Fort Portal,Western,Male,13,Rural,Secondary,259645,0,1
R09137,2023,Mbarara,Western,Female,15,Urban,Secondary,1682797,1,0
R09138,2022,Soroti,Eastern,Female,13,Rural,Primary,30647,0,1
R09139,2022,Arua,Northern,Female,16,Rural,Primary,381892,0,1
R09140,2021,Soroti,Eastern,Female,12,Rural,Secondary,481826,0,1
R09141,2023,Arua,Northern,Female,14,Rural,Primary,297911,0,1
R09142,2022,Arua,Northern,Male,13,Rural,Primary,28261,0,1
R09143,2024,Mbale,Eastern,Female,20,Urban,University,117665,1,0
R09144,2021,Lira,Northern,Female,17,Rural,Secondary,2525176,1,0
R09145,2022,Soroti,Eastern,Female,17,Rural,Secondary,202715,0,1
R09146,2024,Kampala,Central,Female,18,Urban,Primary,266353,1,0
R09147,2021,Masaka,Central,Male,14,Rural,Primary,349307,1,0
R09148,2023,Mbarara,Western,Female,16,Urban,Primary,471574,0,1
R09149,2021,Soroti,Eastern,Female,20,Rural,Primary,2323414,0,1
R09150,2022,Masaka,Central,Female,20,Rural,Secondary,65402,0,1
R09151,2021,Masaka,Central,Male,15,Rural,Secondary,1856827,0,1
R09152,2024,Lira,Northern,Male,12,Rural,Primary,83274,0,1
R09153,2021,Fort Portal,Western,Female,13,Rural,didnot attend school,1438383,0,1
R09154,2024,Arua,Northern,Female,20,Rural,Primary,120694,0,1
R09155,2023,Lira,Northern,Female,19,Rural,Primary,114426,0,1
R09156,2024,Mbarara,Western,Male,15,Urban,didnot attend school,273033,0,1
R09157,2021,Gulu,Northern,Female,20,Urban,University,414796,1,0
R09158,2023,Mbarara,Western,Female,18,Urban,Secondary,410225,1,0
R09159,2023,Soroti,Eastern,Female,18,Rural,Secondary,330136,0,1
R09160,2024,Lira,Northern,Female,14,Rural,Primary,44395,0,1
R09161,2022,Jinja,Eastern,Male,20,Urban,University,272142,0,1
R09162,2023,Masaka,Central,Female,15,Rural,Secondary,232794,0,1
R09163,2021,Kampala,Central,Male,16,Urban,Tertiary,481322,1,0
R09164,2024,Lira,Northern,Female,12,Rural,Primary,36273,0,1
R09165,2022,Masaka,Central,Male,13,Rural,University,53484,1,0
R09166,2022,Soroti,Eastern,Female,18,Rural,Tertiary,330706,0,1
R09167,2023,Jinja,Eastern,Male,18,Urban,Tertiary,113008,0,1
R09168,2021,Gulu,Northern,Male,18,Urban,Primary,207644,1,0
R09169,2023,Jinja,Eastern,Female,13,Urban,Primary,27639,0,1
R09170,2024,Arua,Northern,Female,19,Rural,Primary,189354,0,1
R09171,2024,Masaka,Central,Male,20,Rural,Primary,739352,1,0
R09172,2021,Mbarara,Western,Male,13,Urban,Tertiary,73692,1,0
R09173,2021,Arua,Northern,Male,13,Rural,didnot attend school,42979,0,1
R09174,2024,Gulu,Northern,Male,13,Urban,didnot attend school,424218,0,1
R09175,2022,Jinja,Eastern,Female,12,Urban,Primary,12897,0,1
R09176,2022,Fort Portal,Western,Male,12,Rural,Primary,203146,1,0
R09177,2023,Fort Portal,Western,Male,12,Rural,Primary,336088,1,0
R09178,2024,Masaka,Central,Male,20,Rural,Tertiary,158456,1,0
R09179,2024,Lira,Northern,Female,12,Rural,Secondary,144572,0,1
R09180,2023,Gulu,Northern,Male,15,Urban,didnot attend school,31946,1,0
R09181,2022,Fort Portal,Western,Female,16,Rural,Primary,296618,1,0
R09182,2021,Soroti,Eastern,Female,12,Rural,Primary,284492,0,1
R09183,2024,Lira,Northern,Female,14,Rural,didnot attend school,307778,0,1
R09184,2023,Arua,Northern,Male,15,Rural,Secondary,316848,0,1
R09185,2023,Soroti,Eastern,Male,17,Rural,Secondary,22515,1,0
R09186,2024,Mbale,Eastern,Female,14,Urban,Secondary,325863,1,0
R09187,2024,Arua,Northern,Male,14,Rural,Secondary,304974,0,1
R09188,2022,Masaka,Central,Male,20,Rural,didnot attend school,402383,1,0
R09189,2022,Lira,Northern,Male,16,Rural,University,176639,1,0
R09190,2024,Soroti,Eastern,Male,16,Rural,Tertiary,118480,0,1
R09191,2024,Mbarara,Western,Female,16,Urban,University,1487966,0,1
R09192,2023,Masaka,Central,Male,18,Rural,didnot attend school,445123,0,1
R09193,2021,Masaka,Central,Male,16,Rural,University,43849,1,0
R09194,2023,Mbale,Eastern,Female,15,Urban,Tertiary,376722,1,0
R09195,2021,Soroti,Eastern,Female,12,Rural,Tertiary,46996,1,0
R09196,2021,Kampala,Central,Male,12,Urban,didnot attend school,425911,0,1
R09197,2023,Kampala,Central,Female,19,Urban,Secondary,235141,1,0
R09198,2022,Mbale,Eastern,Female,12,Urban,University,464036,0,1
