Id,Year,Age dimension,Codes for death causes,Deaths Rounded off,Number of child Deaths,Date,TimeDimensionBegin,TimeDimensionEnd,Country,Sex,Child age,Causes of death
5670282,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,2423.76,6182.66386185065,2024-03-25T14:04:48Z,01-01-01,31-12-01,Somalia,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
5670386,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,273.8,273.8107,2023-11-20T10:08:33Z,01-01-15,31-12-15,Somalia,Both sexes,0-27 days,Meningitis/encephalitis
5671634,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH17,3444.0,3444.34461,2024-03-25T14:04:48Z,01-01-16,31-12-16,Uganda,Both sexes,0-4 years of age,Injuries
5672255,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,17.7,17.74483,2023-11-20T09:54:45Z,01-01-07,31-12-07,Rwanda,Both sexes,0-27 days,Tetanus
5673246,2004,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,223.3,223.25177,2023-11-20T10:07:33Z,01-01-04,31-12-04,Kenya,Both sexes,0-27 days,HIV/AIDS
5676350,2019,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,832.0,831.83894,2024-03-25T14:04:48Z,01-01-19,31-12-19,Eritrea,Both sexes,0-4 years of age,Prematurity
5678529,2018,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,96.0,95.95314,2023-11-20T10:02:40Z,01-01-18,31-12-18,Rwanda,Both sexes,1-59 months,Measles
5678591,2004,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,509.8,509.80801,2023-11-20T10:11:20Z,01-01-04,31-12-04,Burundi,Both sexes,0-27 days,Congenital anomalies
5679619,2020,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,43.0,43.0,2023-11-20T09:58:39Z,01-01-20,31-12-20,Djibouti,Both sexes,1-59 months,Malaria
5679810,2007,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,422.0,422.01019,2023-11-20T10:10:31Z,01-01-07,31-12-07,Burundi,Both sexes,1-59 months,Prematurity
5679836,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,1.7,1.68477,2023-11-20T09:45:32Z,01-01-14,31-12-14,Djibouti,Both sexes,0-27 days,Tetanus
5680453,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,917.6,917.57382,2023-11-20T10:13:51Z,01-01-01,31-12-01,Burundi,Both sexes,1-59 months,Measles
5681164,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,253.4,253.43604,2023-11-20T10:08:09Z,01-01-03,31-12-03,Uganda,Both sexes,0-27 days,HIV/AIDS
5681729,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,440.1,440.06532,2023-11-20T10:10:41Z,01-01-19,31-12-19,Eritrea,Both sexes,0-27 days,Birth asphyxia and birth trauma
5682027,2011,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH5,10.7,10.70182,2023-11-20T09:52:21Z,01-01-11,31-12-11,Somalia,Both sexes,1-59 months,Tetanus
5682244,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,6195.0,6194.92398,2024-03-25T14:04:48Z,01-01-20,31-12-20,South Sudan,Both sexes,0-4 years of age,Acute lower respiratory infections
5682308,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,953.8,953.76521,2023-11-20T10:14:00Z,01-01-06,31-12-06,Rwanda,Both sexes,0-27 days,Acute lower respiratory infections
5683067,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,2553.5,2553.5124,2023-11-20T10:17:18Z,01-01-06,31-12-06,Rwanda,Both sexes,0-27 days,Birth asphyxia and birth trauma
5684451,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,19055.9,19055.92887,2023-11-20T10:21:20Z,01-01-10,31-12-10,Somalia,Both sexes,1-59 months,Acute lower respiratory infections
5684950,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,3534.1,3534.05762,2023-11-20T10:18:19Z,01-01-06,31-12-06,Kenya,Both sexes,0-27 days,Acute lower respiratory infections
5685878,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,405.0584415584416,405.0943937337662,2024-03-25T14:04:48Z,01-01-18,31-12-18,Eritrea,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
5685927,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,56.0,55.60856,2024-03-25T14:04:48Z,01-01-18,31-12-18,Uganda,Both sexes,0-4 years of age,Tetanus
5686494,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,133.2694805194805,133.27039600649348,2024-03-25T14:04:48Z,01-01-07,31-12-07,Djibouti,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
5687615,2010,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,6232.0,6231.74965,2024-03-25T14:04:48Z,01-01-10,31-12-10,Uganda,Both sexes,0-4 years of age,Diarrhoeal diseases
5688050,2012,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,870.0,870.11277,2024-03-25T14:04:48Z,01-01-12,31-12-12,South Sudan,Both sexes,0-4 years of age,Congenital anomalies
5688261,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,908.0,908.38169,2024-03-25T14:04:48Z,01-01-17,31-12-17,Kenya,Both sexes,0-4 years of age,Meningitis/encephalitis
5688621,2013,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,446.4,446.40976,2023-11-20T10:10:45Z,01-01-13,31-12-13,Somalia,Both sexes,0-27 days,Diarrhoeal diseases
5689293,2008,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,293.8,293.78097,2023-11-20T10:08:54Z,01-01-08,31-12-08,Somalia,Both sexes,0-27 days,Meningitis/encephalitis
5689413,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,267.2,267.21722,2023-11-20T10:08:24Z,01-01-03,31-12-03,Djibouti,Both sexes,0-27 days,Birth asphyxia and birth trauma
5690671,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,20902.3,20902.3446,2023-11-20T10:21:23Z,01-01-08,31-12-08,Uganda,Both sexes,1-59 months,Malaria
5691456,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,3534.225,22327.12042,2024-03-25T14:04:48Z,01-01-00,31-12-00,Kenya,Both sexes,0-4 years of age,Acute lower respiratory infections
5693042,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,4799.012738853503,14118.0,2024-03-25T14:04:48Z,01-01-13,31-12-13,Ethiopia,Both sexes,0-4 years of age,Malaria
5694230,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,405.0584415584416,405.0943937337662,2024-03-25T14:04:48Z,01-01-08,31-12-08,Eritrea,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
5694871,2003,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,123.9,123.88004,2023-11-20T10:03:58Z,01-01-03,31-12-03,Burundi,Both sexes,1-59 months,Congenital anomalies
5697045,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,461.1,461.06184,2023-11-20T10:10:53Z,01-01-13,31-12-13,Burundi,Both sexes,1-59 months,Birth asphyxia and birth trauma
5698108,2016,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,5773.5,5773.454,2023-11-20T10:19:27Z,01-01-16,31-12-16,South Sudan,Both sexes,0-27 days,Prematurity
5700898,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,42.2,42.22088,2023-11-20T09:58:33Z,01-01-05,31-12-05,Burundi,Both sexes,0-27 days,Tetanus
5702171,2018,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH7,1113.7,1113.68092,2023-11-20T10:14:32Z,01-01-18,31-12-18,South Sudan,Both sexes,1-59 months,Meningitis/encephalitis
5704406,2004,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,197.9,197.87778,2023-11-20T10:06:22Z,01-01-04,31-12-04,Eritrea,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
5704795,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,464.4,464.42084,2023-11-20T10:10:55Z,01-01-10,31-12-10,Rwanda,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
5704943,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,18.2,18.15965,2023-11-20T09:54:51Z,01-01-07,31-12-07,Burundi,Both sexes,0-27 days,HIV/AIDS
5707045,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH2,1074.0,1074.40951,2024-03-25T14:04:48Z,01-01-08,31-12-08,Rwanda,Both sexes,0-4 years of age,HIV/AIDS
5710804,2002,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:36:55Z,01-01-02,31-12-02,South Sudan,Both sexes,0-27 days,Tuberculosis
5711142,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,9682.2,9682.23955,2023-11-20T10:20:30Z,01-01-10,31-12-10,Uganda,Both sexes,1-59 months,Other Group 1 (postneonatal only)
5713592,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,2599.4,2599.40186,2023-11-20T10:17:22Z,01-01-00,31-12-00,Rwanda,Both sexes,1-59 months,HIV/AIDS
5715507,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,1593.3,1593.31399,2023-11-20T10:15:49Z,01-01-01,31-12-01,South Sudan,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
5715521,2012,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,9281.0,9280.78513,2024-03-25T14:04:48Z,01-01-12,31-12-12,Kenya,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
5717064,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,55.2,55.17886,2023-11-20T09:59:53Z,01-01-13,31-12-13,Eritrea,Both sexes,1-59 months,Measles
5717503,2018,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,70.9,70.85944,2023-11-20T10:01:12Z,01-01-18,31-12-18,Eritrea,Both sexes,1-59 months,Measles
5719204,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,2421.2,2421.15405,2023-11-20T10:17:08Z,01-01-13,31-12-13,Ethiopia,Both sexes,1-59 months,HIV/AIDS
5721776,2010,AGEGROUP_YEARS0-4,CHILDCAUSE_CH17,823.0,822.86412,2024-03-25T14:04:48Z,01-01-10,31-12-10,South Sudan,Both sexes,0-4 years of age,Injuries
5727387,2003,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,186.0,186.29614,2024-03-25T14:04:48Z,01-01-03,31-12-03,Eritrea,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
5728436,2012,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:36:55Z,01-01-12,31-12-12,South Sudan,Both sexes,0-27 days,Tuberculosis
5731685,2014,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,171.7,171.71211,2023-11-20T10:05:33Z,01-01-14,31-12-14,Djibouti,Both sexes,1-59 months,Acute lower respiratory infections
5734300,2008,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,83.2,83.18588,2023-11-20T10:01:56Z,01-01-08,31-12-08,Kenya,Both sexes,0-27 days,Tetanus
5734458,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,57.0,56.79551,2024-03-25T14:04:48Z,01-01-07,31-12-07,Djibouti,Both sexes,0-4 years of age,Tuberculosis
5735369,2015,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,672.0,672.0,2024-03-25T14:04:48Z,01-01-15,31-12-15,Somalia,Both sexes,0-4 years of age,Malaria
5737384,2003,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,1019.7,1019.67346,2023-11-20T10:14:15Z,01-01-03,31-12-03,South Sudan,Both sexes,1-59 months,HIV/AIDS
5738297,2003,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,4799.012738853503,19714.40221581169,2024-03-25T14:04:48Z,01-01-03,31-12-03,Ethiopia,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
5738523,2016,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:39:05Z,01-01-16,31-12-16,Uganda,Both sexes,0-27 days,Tuberculosis
5739635,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH2,3534.225,11749.6736,2024-03-25T14:04:48Z,01-01-05,31-12-05,Kenya,Both sexes,0-4 years of age,HIV/AIDS
5740695,2009,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH7,91.7,91.72229,2023-11-20T10:02:25Z,01-01-09,31-12-09,Eritrea,Both sexes,1-59 months,Meningitis/encephalitis
5741006,2019,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,42.6,42.6087,2023-11-20T09:58:36Z,01-01-19,31-12-19,Eritrea,Both sexes,1-59 months,Tuberculosis
5741454,2015,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,1875.2,1875.24011,2023-11-20T10:16:21Z,01-01-15,31-12-15,Ethiopia,Both sexes,1-59 months,HIV/AIDS
5743751,2004,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,3598.8,3598.75007,2023-11-20T10:18:22Z,01-01-04,31-12-04,Kenya,Both sexes,0-27 days,Acute lower respiratory infections
5744433,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,5558.0,5558.10568,2024-03-25T14:04:48Z,01-01-16,31-12-16,South Sudan,Both sexes,0-4 years of age,Malaria
5744875,2020,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,3.4,3.44297,2023-11-20T09:47:52Z,01-01-20,31-12-20,Djibouti,Both sexes,0-27 days,Meningitis/encephalitis
5749159,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,1054.3,1054.31701,2023-11-20T10:14:21Z,01-01-05,31-12-05,Burundi,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
5750431,2009,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,3878.738532110092,17433.56715,2024-03-25T14:04:48Z,01-01-09,31-12-09,Uganda,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
5750982,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,152.0,151.9532,2024-03-25T14:04:48Z,01-01-13,31-12-13,Eritrea,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
5751249,2006,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH5,45.7,45.73259,2023-11-20T09:58:57Z,01-01-06,31-12-06,Ethiopia,Both sexes,1-59 months,Tetanus
5751354,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:25:10Z,01-01-06,31-12-06,Djibouti,Both sexes,0-27 days,Tuberculosis
5751928,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,1370.0,1369.64033,2024-03-25T14:04:48Z,01-01-17,31-12-17,South Sudan,Both sexes,0-4 years of age,Meningitis/encephalitis
5753001,2011,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,68.3,68.25782,2023-11-20T10:00:58Z,01-01-11,31-12-11,Eritrea,Both sexes,1-59 months,Measles
5753089,2002,AGEGROUP_YEARS0-4,CHILDCAUSE_CH2,3878.738532110092,15884.77258,2024-03-25T14:04:48Z,01-01-02,31-12-02,Uganda,Both sexes,0-4 years of age,HIV/AIDS
5753783,2009,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,3633.4,3633.38923,2023-11-20T10:18:24Z,01-01-09,31-12-09,Rwanda,Both sexes,0-27 days,Prematurity
5754744,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH6,141.0,140.74609,2024-03-25T14:04:48Z,01-01-16,31-12-16,Eritrea,Both sexes,0-4 years of age,Measles
5756079,2004,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,5023.0,5023.09872,2024-03-25T14:04:48Z,01-01-04,31-12-04,Rwanda,Both sexes,0-4 years of age,Prematurity
5757064,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,5826.0,5825.9711,2024-03-25T14:04:48Z,01-01-08,31-12-08,South Sudan,Both sexes,0-4 years of age,Malaria
5759491,2003,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,744.0,744.47792,2024-03-25T14:04:48Z,01-01-03,31-12-03,Burundi,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
5761607,2018,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,40.1,40.09065,2023-11-20T09:58:18Z,01-01-18,31-12-18,South Sudan,Both sexes,0-27 days,Injuries
5761896,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,4420.2,4420.22172,2023-11-20T10:18:53Z,01-01-19,31-12-19,South Sudan,Both sexes,0-27 days,Prematurity
5762002,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,1695.3,1695.25116,2023-11-20T10:16:02Z,01-01-10,31-12-10,Burundi,Both sexes,1-59 months,Injuries
5762279,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,115.0,115.3135,2024-03-25T14:04:48Z,01-01-01,31-12-01,Kenya,Both sexes,0-4 years of age,Tetanus
5762332,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,151.4,151.38687,2023-11-20T10:04:53Z,01-01-19,31-12-19,Eritrea,Both sexes,0-27 days,Congenital anomalies
5763494,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,4159.8,4159.82466,2023-11-20T10:18:45Z,01-01-01,31-12-01,South Sudan,Both sexes,1-59 months,Other Group 1 (postneonatal only)
5763786,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,661.0,660.7664,2024-03-25T14:04:48Z,01-01-16,31-12-16,Eritrea,Both sexes,0-4 years of age,Acute lower respiratory infections
5765237,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH17,82.0,81.62499,2024-03-25T14:04:48Z,01-01-18,31-12-18,Djibouti,Both sexes,0-4 years of age,Injuries
5766150,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:35:51Z,01-01-17,31-12-17,Rwanda,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
5767697,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,6816.7,6816.65049,2023-11-20T10:19:48Z,01-01-19,31-12-19,Somalia,Both sexes,0-27 days,Birth asphyxia and birth trauma
5767807,2017,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:25:10Z,01-01-17,31-12-17,Djibouti,Both sexes,0-27 days,Tuberculosis
5770778,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:26:15Z,01-01-07,31-12-07,Ethiopia,Both sexes,0-27 days,Malaria
5772890,2019,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,3482.0,3481.90457,2024-03-25T14:04:48Z,01-01-19,31-12-19,Ethiopia,Both sexes,0-4 years of age,Meningitis/encephalitis
5773642,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,109.9,109.87786,2023-11-20T10:03:22Z,01-01-05,31-12-05,Kenya,Both sexes,0-27 days,Tetanus
5774598,2012,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,11623.3,11623.29878,2023-11-20T10:20:46Z,01-01-12,31-12-12,Ethiopia,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
5776829,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,2318.8,2318.7726,2023-11-20T10:17:01Z,01-01-06,31-12-06,Ethiopia,Both sexes,0-27 days,Tetanus
5777024,2016,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:29:47Z,01-01-16,31-12-16,Kenya,Both sexes,0-27 days,Tuberculosis
5778638,2009,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,2342.0,2342.03511,2023-11-20T10:17:02Z,01-01-09,31-12-09,Ethiopia,Both sexes,1-59 months,Birth asphyxia and birth trauma
5779050,2015,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,4261.6,4261.56292,2023-11-20T10:18:48Z,01-01-15,31-12-15,South Sudan,Both sexes,1-59 months,Diarrhoeal diseases
5779650,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,405.0584415584416,405.0943937337662,2024-03-25T14:04:48Z,01-01-00,31-12-00,Eritrea,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
5779983,2009,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,2933.9,2933.93661,2023-11-20T10:17:47Z,01-01-09,31-12-09,Burundi,Both sexes,0-27 days,Birth asphyxia and birth trauma
5781106,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,44859.7,44859.68011,2023-11-20T10:21:56Z,01-01-03,31-12-03,Ethiopia,Both sexes,0-27 days,Prematurity
5781137,2021,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,57.6,57.59971,2023-11-20T10:00:05Z,01-01-21,31-12-21,Djibouti,Both sexes,0-27 days,Congenital anomalies
5783907,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,3878.738532110092,14345.8332,2024-03-25T14:04:48Z,01-01-07,31-12-07,Uganda,Both sexes,0-4 years of age,Prematurity
5784320,2015,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,3800.4,3800.42662,2023-11-20T10:18:31Z,01-01-15,31-12-15,Kenya,Both sexes,1-59 months,Congenital anomalies
5784465,2021,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:36:56Z,01-01-21,31-12-21,South Sudan,Both sexes,0-27 days,Malaria
5784941,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,530.9,530.93461,2023-11-20T10:11:31Z,01-01-14,31-12-14,Ethiopia,Both sexes,0-27 days,Injuries
5785020,2012,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,52.9,52.87562,2023-11-20T09:59:40Z,01-01-12,31-12-12,Djibouti,Both sexes,1-59 months,Tuberculosis
5785699,2017,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,2137.6,2137.59871,2023-11-20T10:16:46Z,01-01-17,31-12-17,Ethiopia,Both sexes,0-27 days,Diarrhoeal diseases
5785889,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,2783.0,2782.64297,2024-03-25T14:04:48Z,01-01-16,31-12-16,Burundi,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
5786000,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,17707.2,17707.20672,2023-11-20T10:21:15Z,01-01-13,31-12-13,Somalia,Both sexes,1-59 months,Acute lower respiratory infections
5786615,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,10.5,10.45399,2023-11-20T09:52:14Z,01-01-10,31-12-10,Rwanda,Both sexes,0-27 days,HIV/AIDS
5787317,2020,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH7,1084.5,1084.49418,2023-11-20T10:14:26Z,01-01-20,31-12-20,Uganda,Both sexes,1-59 months,Meningitis/encephalitis
5787539,2002,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,87.8,87.78245,2023-11-20T10:02:10Z,01-01-02,31-12-02,Djibouti,Both sexes,0-27 days,Acute lower respiratory infections
5788137,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH5,76.6,76.62127,2023-11-20T10:01:34Z,01-01-01,31-12-01,Ethiopia,Both sexes,1-59 months,Tetanus
5788176,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,28.3,28.27997,2023-11-20T09:56:35Z,01-01-19,31-12-19,Burundi,Both sexes,0-27 days,Injuries
5789073,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,799.0,799.0,2024-03-25T14:04:48Z,01-01-20,31-12-20,Somalia,Both sexes,0-4 years of age,Malaria
5790660,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,3878.738532110092,24189.5547,2024-03-25T14:04:48Z,01-01-00,31-12-00,Uganda,Both sexes,0-4 years of age,Acute lower respiratory infections
5795351,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,5401.7,5401.73265,2023-11-20T10:19:19Z,01-01-00,31-12-00,Rwanda,Both sexes,0-27 days,Prematurity
5796260,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:25:11Z,01-01-15,31-12-15,Djibouti,Both sexes,0-27 days,Malaria
5797994,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,4799.012738853503,45524.97106,2024-03-25T14:04:48Z,01-01-06,31-12-06,Ethiopia,Both sexes,0-4 years of age,Prematurity
5798221,2014,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,4481.0,4481.09875,2024-03-25T14:04:48Z,01-01-14,31-12-14,South Sudan,Both sexes,0-4 years of age,Diarrhoeal diseases
5798484,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH16,2978.3,2978.28493,2023-11-20T10:17:50Z,01-01-08,31-12-08,Kenya,Both sexes,1-59 months,Other noncommunicable diseases (postneonatal only)
5799233,2012,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,62.6,62.61675,2023-11-20T10:00:29Z,01-01-12,31-12-12,Eritrea,Both sexes,1-59 months,Tuberculosis
5800391,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,17467.3,17467.26367,2023-11-20T10:21:15Z,01-01-01,31-12-01,Kenya,Both sexes,1-59 months,HIV/AIDS
5801934,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,4628.5,4628.45476,2023-11-20T10:18:58Z,01-01-05,31-12-05,Ethiopia,Both sexes,0-27 days,Diarrhoeal diseases
5803069,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,4213.9,4213.89613,2023-11-20T10:18:47Z,01-01-00,31-12-00,Uganda,Both sexes,0-27 days,Acute lower respiratory infections
5803874,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,2161.7,2161.70739,2023-11-20T10:16:48Z,01-01-19,31-12-19,Kenya,Both sexes,0-27 days,Acute lower respiratory infections
5804039,2009,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,37.5,37.49804,2023-11-20T09:58:00Z,01-01-09,31-12-09,Eritrea,Both sexes,0-27 days,Diarrhoeal diseases
5805799,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,3534.225,21452.29001,2024-03-25T14:04:48Z,01-01-01,31-12-01,Kenya,Both sexes,0-4 years of age,Acute lower respiratory infections
5805926,2020,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,1981.5,1981.52282,2023-11-20T10:16:32Z,01-01-20,31-12-20,Ethiopia,Both sexes,0-27 days,Diarrhoeal diseases
5807272,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,18836.6,18836.61243,2023-11-20T10:21:19Z,01-01-00,31-12-00,Kenya,Both sexes,1-59 months,Acute lower respiratory infections
5807822,2002,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,133.2694805194805,133.27039600649348,2024-03-25T14:04:48Z,01-01-02,31-12-02,Djibouti,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
5809232,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,12197.9,12197.86061,2023-11-20T10:20:50Z,01-01-01,31-12-01,Rwanda,Both sexes,1-59 months,Acute lower respiratory infections
